state,city,year,month,day,category,sales
Pennsylvania,Philadelphia,2017,6,26,Technology,2
Pennsylvania,Philadelphia,2017,6,1,Office Supplies,1
Pennsylvania,Philadelphia,2017,1,15,Office Supplies,2
Pennsylvania,Philadelphia,2017,1,9,Office Supplies,1
Pennsylvania,Philadelphia,2017,1,29,Office Supplies,1
Pennsylvania,Philadelphia,2017,1,19,Technology,1
Pennsylvania,Philadelphia,2017,1,19,Furniture,2
Pennsylvania,Philadelphia,2017,1,19,Office Supplies,1
Pennsylvania,Philadelphia,2017,5,18,Technology,1
Pennsylvania,Philadelphia,2017,5,8,Furniture,1
Pennsylvania,Philadelphia,2017,5,4,Office Supplies,2
Pennsylvania,Philadelphia,2017,5,3,Furniture,2
Pennsylvania,Philadelphia,2017,5,3,Office Supplies,3
Pennsylvania,Philadelphia,2017,5,13,Furniture,1
Pennsylvania,Philadelphia,2017,3,10,Technology,1
Pennsylvania,Philadelphia,2017,3,27,Furniture,1
Pennsylvania,Philadelphia,2017,3,11,Technology,1
Pennsylvania,Philadelphia,2017,3,11,Office Supplies,2
Pennsylvania,Philadelphia,2017,3,11,Furniture,1
Pennsylvania,Philadelphia,2015,9,17,Furniture,2
Pennsylvania,Philadelphia,2015,9,17,Office Supplies,5
Pennsylvania,Philadelphia,2015,9,3,Office Supplies,3
Pennsylvania,Philadelphia,2015,9,24,Office Supplies,1
Pennsylvania,Philadelphia,2015,9,26,Office Supplies,1
Pennsylvania,Philadelphia,2015,9,26,Technology,1
Pennsylvania,Philadelphia,2015,9,7,Office Supplies,2
Pennsylvania,Philadelphia,2015,9,7,Technology,1
Pennsylvania,Philadelphia,2015,9,4,Office Supplies,1
Pennsylvania,Philadelphia,2015,9,13,Office Supplies,1
Pennsylvania,Philadelphia,2015,9,15,Office Supplies,2
Pennsylvania,Philadelphia,2015,9,22,Office Supplies,1
Pennsylvania,Philadelphia,2015,9,22,Technology,1
Pennsylvania,Philadelphia,2015,9,25,Office Supplies,1
Pennsylvania,Philadelphia,2015,12,28,Technology,1
Pennsylvania,Philadelphia,2015,12,3,Technology,2
Pennsylvania,Philadelphia,2015,12,3,Furniture,1
Pennsylvania,Philadelphia,2015,12,3,Office Supplies,1
Pennsylvania,Philadelphia,2015,12,19,Office Supplies,4
Pennsylvania,Philadelphia,2015,12,25,Furniture,1
Pennsylvania,Philadelphia,2015,12,5,Technology,1
Pennsylvania,Philadelphia,2015,12,5,Office Supplies,1
Pennsylvania,Philadelphia,2015,12,22,Office Supplies,1
Pennsylvania,Philadelphia,2015,12,22,Furniture,1
Pennsylvania,Philadelphia,2015,6,16,Office Supplies,1
Pennsylvania,Philadelphia,2015,6,14,Furniture,1
Pennsylvania,Philadelphia,2015,6,25,Office Supplies,2
Pennsylvania,Philadelphia,2015,6,12,Office Supplies,1
Pennsylvania,Philadelphia,2015,6,12,Furniture,1
Pennsylvania,Philadelphia,2015,6,7,Office Supplies,3
Pennsylvania,Philadelphia,2015,6,19,Office Supplies,1
Pennsylvania,Philadelphia,2015,6,20,Technology,1
Pennsylvania,Philadelphia,2015,7,3,Furniture,2
Pennsylvania,Philadelphia,2015,7,3,Office Supplies,1
Pennsylvania,Philadelphia,2015,7,25,Office Supplies,1
Pennsylvania,Philadelphia,2015,7,11,Furniture,3
Pennsylvania,Philadelphia,2015,7,11,Office Supplies,3
Pennsylvania,Philadelphia,2015,7,9,Technology,1
Pennsylvania,Philadelphia,2015,7,5,Technology,1
Pennsylvania,Philadelphia,2015,7,5,Office Supplies,1
Pennsylvania,Philadelphia,2015,7,26,Office Supplies,1
Pennsylvania,Philadelphia,2015,11,9,Office Supplies,1
Pennsylvania,Philadelphia,2015,11,1,Technology,1
Pennsylvania,Philadelphia,2015,11,1,Office Supplies,1
Pennsylvania,Philadelphia,2015,11,22,Office Supplies,1
Pennsylvania,Philadelphia,2015,11,30,Office Supplies,2
Pennsylvania,Philadelphia,2015,11,30,Technology,1
Pennsylvania,Philadelphia,2015,11,14,Technology,1
Pennsylvania,Philadelphia,2015,11,7,Office Supplies,1
Pennsylvania,Philadelphia,2015,11,27,Technology,1
Pennsylvania,Philadelphia,2015,11,20,Furniture,1
Pennsylvania,Philadelphia,2015,11,21,Furniture,1
Pennsylvania,Philadelphia,2015,11,21,Technology,1
Pennsylvania,Philadelphia,2015,11,10,Office Supplies,1
Pennsylvania,Philadelphia,2015,10,4,Furniture,1
Pennsylvania,Philadelphia,2015,10,4,Office Supplies,1
Pennsylvania,Philadelphia,2015,3,28,Office Supplies,2
Pennsylvania,Philadelphia,2015,3,5,Technology,2
Pennsylvania,Philadelphia,2015,3,5,Office Supplies,1
Pennsylvania,Philadelphia,2015,3,26,Office Supplies,1
Pennsylvania,Philadelphia,2015,3,26,Technology,1
Pennsylvania,Philadelphia,2015,3,1,Office Supplies,1
Pennsylvania,Philadelphia,2015,4,5,Office Supplies,4
Pennsylvania,Philadelphia,2015,4,5,Furniture,3
Pennsylvania,Philadelphia,2015,4,5,Technology,2
Pennsylvania,Philadelphia,2015,4,16,Office Supplies,1
Pennsylvania,Philadelphia,2015,4,29,Office Supplies,1
Pennsylvania,Philadelphia,2015,4,7,Office Supplies,1
Pennsylvania,Philadelphia,2015,5,3,Office Supplies,5
Pennsylvania,Philadelphia,2015,5,3,Technology,1
Pennsylvania,Philadelphia,2015,5,3,Furniture,1
Pennsylvania,Philadelphia,2015,5,21,Office Supplies,1
Pennsylvania,Philadelphia,2015,5,15,Office Supplies,1
Pennsylvania,Philadelphia,2015,8,7,Office Supplies,1
Pennsylvania,Philadelphia,2015,8,13,Office Supplies,1
Pennsylvania,Philadelphia,2015,8,16,Technology,2
Pennsylvania,Philadelphia,2015,8,16,Office Supplies,5
Pennsylvania,Philadelphia,2015,8,16,Furniture,2
Pennsylvania,Philadelphia,2015,2,10,Office Supplies,1
Pennsylvania,Philadelphia,2016,9,5,Furniture,4
Pennsylvania,Philadelphia,2016,9,5,Office Supplies,2
Pennsylvania,Philadelphia,2016,9,11,Office Supplies,1
Pennsylvania,Philadelphia,2016,9,11,Technology,1
Pennsylvania,Philadelphia,2016,9,15,Office Supplies,1
Pennsylvania,Philadelphia,2016,9,29,Office Supplies,1
Pennsylvania,Philadelphia,2016,9,3,Office Supplies,1
Pennsylvania,Philadelphia,2016,9,3,Technology,1
Pennsylvania,Philadelphia,2016,9,1,Office Supplies,2
Pennsylvania,Philadelphia,2016,9,1,Technology,1
Pennsylvania,Philadelphia,2016,9,22,Office Supplies,2
Pennsylvania,Philadelphia,2016,9,19,Furniture,1
Pennsylvania,Philadelphia,2016,8,30,Technology,1
Pennsylvania,Philadelphia,2016,8,30,Office Supplies,3
Pennsylvania,Philadelphia,2016,8,30,Furniture,1
Pennsylvania,Philadelphia,2016,8,26,Office Supplies,1
Pennsylvania,Philadelphia,2016,8,26,Technology,1
Pennsylvania,Philadelphia,2016,8,29,Furniture,2
Pennsylvania,Philadelphia,2016,8,29,Office Supplies,2
Pennsylvania,Philadelphia,2016,8,21,Furniture,1
Pennsylvania,Philadelphia,2016,8,1,Furniture,1
Pennsylvania,Philadelphia,2016,8,12,Office Supplies,1
Pennsylvania,Philadelphia,2016,4,25,Technology,1
Pennsylvania,Philadelphia,2016,4,25,Office Supplies,2
Pennsylvania,Philadelphia,2016,4,3,Office Supplies,1
Pennsylvania,Philadelphia,2016,4,5,Technology,1
Pennsylvania,Philadelphia,2016,4,5,Office Supplies,1
Pennsylvania,Philadelphia,2016,4,7,Office Supplies,2
Pennsylvania,Philadelphia,2016,7,14,Office Supplies,1
Pennsylvania,Philadelphia,2016,7,16,Technology,2
Pennsylvania,Philadelphia,2016,7,16,Office Supplies,1
Pennsylvania,Philadelphia,2016,7,21,Office Supplies,1
Pennsylvania,Philadelphia,2016,7,29,Office Supplies,1
Pennsylvania,Philadelphia,2016,7,7,Office Supplies,3
Pennsylvania,Philadelphia,2016,7,7,Technology,1
Pennsylvania,Philadelphia,2016,7,10,Technology,1
Pennsylvania,Philadelphia,2016,7,18,Office Supplies,3
Pennsylvania,Philadelphia,2016,7,3,Office Supplies,1
Pennsylvania,Philadelphia,2016,6,20,Office Supplies,4
Pennsylvania,Philadelphia,2016,6,5,Office Supplies,2
Pennsylvania,Philadelphia,2016,6,2,Office Supplies,1
Pennsylvania,Philadelphia,2016,6,10,Office Supplies,1
Pennsylvania,Philadelphia,2016,6,14,Furniture,1
Pennsylvania,Philadelphia,2016,6,18,Office Supplies,3
Pennsylvania,Philadelphia,2016,6,7,Office Supplies,1
Pennsylvania,Philadelphia,2016,11,24,Office Supplies,1
Pennsylvania,Philadelphia,2016,11,13,Office Supplies,1
Pennsylvania,Philadelphia,2016,11,26,Technology,1
Pennsylvania,Philadelphia,2016,11,26,Office Supplies,1
Pennsylvania,Philadelphia,2016,11,5,Technology,1
Pennsylvania,Philadelphia,2016,11,23,Office Supplies,1
Pennsylvania,Philadelphia,2016,11,23,Furniture,2
Pennsylvania,Philadelphia,2016,11,14,Furniture,2
Pennsylvania,Philadelphia,2016,11,14,Technology,1
Pennsylvania,Philadelphia,2016,11,28,Technology,1
Pennsylvania,Philadelphia,2016,11,28,Office Supplies,3
Pennsylvania,Philadelphia,2016,11,28,Furniture,1
Pennsylvania,Philadelphia,2016,11,3,Technology,1
Pennsylvania,Philadelphia,2016,11,3,Furniture,1
Pennsylvania,Philadelphia,2016,5,9,Office Supplies,2
Pennsylvania,Philadelphia,2016,5,26,Office Supplies,2
Pennsylvania,Philadelphia,2016,5,12,Office Supplies,1
Pennsylvania,Philadelphia,2016,5,23,Technology,2
Pennsylvania,Philadelphia,2016,5,23,Office Supplies,2
Pennsylvania,Philadelphia,2016,5,10,Technology,1
Pennsylvania,Philadelphia,2016,5,24,Office Supplies,1
Pennsylvania,Philadelphia,2016,3,15,Technology,1
Pennsylvania,Philadelphia,2016,3,10,Technology,1
Pennsylvania,Philadelphia,2016,3,31,Technology,2
Pennsylvania,Philadelphia,2016,3,8,Technology,1
Pennsylvania,Philadelphia,2016,3,8,Office Supplies,1
Pennsylvania,Philadelphia,2016,3,13,Furniture,1
Pennsylvania,Philadelphia,2016,3,13,Technology,3
Pennsylvania,Philadelphia,2016,3,13,Office Supplies,5
Pennsylvania,Philadelphia,2016,3,6,Technology,2
Pennsylvania,Philadelphia,2016,3,6,Office Supplies,1
Pennsylvania,Philadelphia,2016,3,11,Furniture,1
Pennsylvania,Philadelphia,2016,10,31,Furniture,1
Pennsylvania,Philadelphia,2016,10,7,Office Supplies,1
Pennsylvania,Philadelphia,2016,10,9,Office Supplies,1
Pennsylvania,Philadelphia,2016,10,9,Furniture,1
Pennsylvania,Philadelphia,2016,12,3,Office Supplies,2
Pennsylvania,Philadelphia,2016,12,30,Office Supplies,1
Pennsylvania,Philadelphia,2016,12,23,Office Supplies,1
Pennsylvania,Philadelphia,2016,12,23,Technology,1
Pennsylvania,Philadelphia,2016,1,4,Office Supplies,2
Pennsylvania,Philadelphia,2016,2,23,Office Supplies,1
Pennsylvania,Philadelphia,2014,12,28,Office Supplies,1
Pennsylvania,Philadelphia,2014,12,26,Office Supplies,5
Pennsylvania,Philadelphia,2014,12,5,Office Supplies,2
Pennsylvania,Philadelphia,2014,12,30,Technology,2
Pennsylvania,Philadelphia,2014,12,30,Furniture,1
Pennsylvania,Philadelphia,2014,12,15,Furniture,1
Pennsylvania,Philadelphia,2014,12,9,Office Supplies,1
Pennsylvania,Philadelphia,2014,12,9,Technology,1
Pennsylvania,Philadelphia,2014,4,13,Office Supplies,3
Pennsylvania,Philadelphia,2014,4,13,Technology,1
Pennsylvania,Philadelphia,2014,4,6,Office Supplies,1
Pennsylvania,Philadelphia,2014,4,6,Furniture,1
Pennsylvania,Philadelphia,2014,4,6,Technology,1
Pennsylvania,Philadelphia,2014,4,23,Office Supplies,1
Pennsylvania,Philadelphia,2014,5,23,Office Supplies,2
Pennsylvania,Philadelphia,2014,5,23,Technology,1
Pennsylvania,Philadelphia,2014,5,10,Furniture,1
Pennsylvania,Philadelphia,2014,5,10,Office Supplies,1
Pennsylvania,Philadelphia,2014,5,8,Technology,1
Pennsylvania,Philadelphia,2014,10,7,Furniture,1
Pennsylvania,Philadelphia,2014,10,11,Office Supplies,2
Pennsylvania,Philadelphia,2014,10,18,Office Supplies,3
Pennsylvania,Philadelphia,2014,10,6,Office Supplies,1
Pennsylvania,Philadelphia,2014,10,25,Technology,1
Pennsylvania,Philadelphia,2014,10,25,Office Supplies,1
Pennsylvania,Philadelphia,2014,6,28,Office Supplies,4
Pennsylvania,Philadelphia,2014,6,28,Furniture,1
Pennsylvania,Philadelphia,2014,6,23,Technology,1
Pennsylvania,Philadelphia,2014,6,21,Office Supplies,3
Pennsylvania,Philadelphia,2014,6,21,Furniture,1
Pennsylvania,Philadelphia,2014,6,21,Technology,2
Pennsylvania,Philadelphia,2014,9,17,Office Supplies,1
Pennsylvania,Philadelphia,2014,9,13,Office Supplies,1
Pennsylvania,Philadelphia,2014,9,13,Technology,1
Pennsylvania,Philadelphia,2014,9,7,Office Supplies,1
Pennsylvania,Philadelphia,2014,9,7,Technology,2
Pennsylvania,Philadelphia,2014,9,7,Furniture,1
Pennsylvania,Philadelphia,2014,9,26,Office Supplies,3
Pennsylvania,Philadelphia,2014,9,26,Furniture,1
Pennsylvania,Philadelphia,2014,9,9,Office Supplies,1
Pennsylvania,Philadelphia,2014,9,9,Technology,2
Pennsylvania,Philadelphia,2014,9,9,Furniture,1
Pennsylvania,Philadelphia,2014,9,29,Office Supplies,4
Pennsylvania,Philadelphia,2014,9,29,Furniture,2
Pennsylvania,Philadelphia,2014,9,21,Office Supplies,3
Pennsylvania,Philadelphia,2014,9,15,Furniture,1
Pennsylvania,Philadelphia,2014,1,16,Furniture,1
Pennsylvania,Philadelphia,2014,1,16,Technology,1
Pennsylvania,Philadelphia,2014,1,16,Office Supplies,2
Pennsylvania,Philadelphia,2014,1,5,Office Supplies,1
Pennsylvania,Philadelphia,2014,1,14,Furniture,1
Pennsylvania,Philadelphia,2014,11,29,Office Supplies,1
Pennsylvania,Philadelphia,2014,11,18,Office Supplies,3
Pennsylvania,Philadelphia,2014,11,18,Technology,1
Pennsylvania,Philadelphia,2014,11,18,Furniture,1
Pennsylvania,Philadelphia,2014,11,17,Office Supplies,1
Pennsylvania,Philadelphia,2014,11,17,Furniture,1
Pennsylvania,Philadelphia,2014,11,23,Office Supplies,1
Pennsylvania,Philadelphia,2014,11,19,Technology,1
Pennsylvania,Philadelphia,2014,11,19,Office Supplies,1
Pennsylvania,Philadelphia,2014,11,5,Furniture,1
Pennsylvania,Philadelphia,2014,11,5,Office Supplies,2
Pennsylvania,Philadelphia,2014,11,5,Technology,2
Pennsylvania,Philadelphia,2014,8,16,Furniture,1
Pennsylvania,Philadelphia,2014,8,1,Office Supplies,1
Pennsylvania,Philadelphia,2014,7,7,Furniture,2
Pennsylvania,Philadelphia,2014,7,14,Technology,2
Pennsylvania,Philadelphia,2014,7,14,Furniture,1
Pennsylvania,Philadelphia,2014,7,14,Office Supplies,1
Pennsylvania,Philadelphia,2014,3,31,Office Supplies,1
Pennsylvania,Philadelphia,2014,3,17,Office Supplies,1
Pennsylvania,Philadelphia,2014,3,2,Office Supplies,1
Pennsylvania,Philadelphia,2014,3,2,Technology,1
Pennsylvania,Chester,2015,5,14,Office Supplies,7
Pennsylvania,Chester,2017,3,10,Office Supplies,1
Pennsylvania,Chester,2017,3,10,Technology,1
Pennsylvania,Chester,2017,3,10,Furniture,2
Pennsylvania,Chester,2017,9,25,Office Supplies,2
Pennsylvania,Chester,2014,6,22,Furniture,2
Pennsylvania,Chester,2014,6,22,Technology,1
Pennsylvania,Lancaster,2014,4,6,Office Supplies,1
Pennsylvania,Lancaster,2014,11,3,Office Supplies,1
Pennsylvania,Lancaster,2015,6,29,Furniture,1
Pennsylvania,Lancaster,2017,3,30,Office Supplies,1
Pennsylvania,Lancaster,2017,11,24,Technology,1
Pennsylvania,Lancaster,2017,11,24,Office Supplies,1
Pennsylvania,Lancaster,2017,11,12,Office Supplies,1
Pennsylvania,Lancaster,2017,10,26,Technology,1
Pennsylvania,Lancaster,2017,10,26,Office Supplies,1
Pennsylvania,Lancaster,2016,12,30,Furniture,1
Pennsylvania,Allentown,2016,7,22,Office Supplies,1
Pennsylvania,Allentown,2016,7,22,Furniture,1
Pennsylvania,Allentown,2015,8,21,Office Supplies,4
Pennsylvania,Allentown,2015,8,21,Technology,1
Pennsylvania,Reading,2015,10,3,Office Supplies,1
Pennsylvania,Reading,2014,11,11,Furniture,2
Pennsylvania,Reading,2016,12,19,Furniture,1
Pennsylvania,Reading,2017,3,21,Office Supplies,1
Pennsylvania,York,2016,6,25,Furniture,1
Pennsylvania,York,2016,6,25,Office Supplies,2
Pennsylvania,York,2017,4,9,Office Supplies,2
Pennsylvania,Altoona,2015,2,27,Office Supplies,2
Pennsylvania,Bethlehem,2015,3,5,Furniture,2
Pennsylvania,Bethlehem,2016,7,28,Furniture,1
Pennsylvania,Bethlehem,2016,7,28,Office Supplies,2
Illinois,Naperville,2017,9,10,Technology,1
Illinois,Naperville,2017,11,17,Technology,1
Illinois,Naperville,2014,1,4,Office Supplies,3
Illinois,Naperville,2015,5,24,Furniture,1
Illinois,Naperville,2015,5,24,Office Supplies,1
Illinois,Naperville,2015,9,20,Office Supplies,1
Illinois,Chicago,2015,4,30,Furniture,1
Illinois,Chicago,2015,11,28,Furniture,1
Illinois,Chicago,2015,11,28,Office Supplies,2
Illinois,Chicago,2015,11,28,Technology,1
Illinois,Chicago,2015,11,15,Office Supplies,3
Illinois,Chicago,2015,11,17,Office Supplies,1
Illinois,Chicago,2015,11,13,Furniture,1
Illinois,Chicago,2015,11,16,Office Supplies,1
Illinois,Chicago,2015,11,16,Technology,1
Illinois,Chicago,2015,11,16,Furniture,1
Illinois,Chicago,2015,12,20,Technology,2
Illinois,Chicago,2015,12,20,Furniture,1
Illinois,Chicago,2015,12,27,Office Supplies,1
Illinois,Chicago,2015,12,28,Office Supplies,1
Illinois,Chicago,2015,12,10,Office Supplies,1
Illinois,Chicago,2015,12,19,Technology,1
Illinois,Chicago,2015,8,28,Technology,1
Illinois,Chicago,2015,9,27,Office Supplies,1
Illinois,Chicago,2015,9,27,Furniture,1
Illinois,Chicago,2015,9,13,Office Supplies,1
Illinois,Chicago,2015,9,13,Furniture,1
Illinois,Chicago,2015,7,12,Furniture,2
Illinois,Chicago,2015,7,12,Technology,3
Illinois,Chicago,2015,7,12,Office Supplies,2
Illinois,Chicago,2015,3,30,Office Supplies,1
Illinois,Chicago,2015,3,30,Technology,1
Illinois,Chicago,2015,3,5,Office Supplies,4
Illinois,Chicago,2015,3,5,Furniture,1
Illinois,Chicago,2015,3,8,Office Supplies,1
Illinois,Chicago,2015,10,10,Office Supplies,1
Illinois,Chicago,2015,5,13,Technology,1
Illinois,Chicago,2015,5,13,Office Supplies,1
Illinois,Chicago,2015,5,31,Office Supplies,3
Illinois,Chicago,2015,5,31,Furniture,1
Illinois,Chicago,2015,6,8,Technology,1
Illinois,Chicago,2015,6,8,Office Supplies,1
Illinois,Chicago,2017,11,13,Office Supplies,1
Illinois,Chicago,2017,11,19,Furniture,1
Illinois,Chicago,2017,11,5,Office Supplies,1
Illinois,Chicago,2017,11,23,Furniture,1
Illinois,Chicago,2017,11,23,Office Supplies,2
Illinois,Chicago,2017,11,23,Technology,1
Illinois,Chicago,2017,11,18,Office Supplies,1
Illinois,Chicago,2017,11,18,Furniture,1
Illinois,Chicago,2017,9,3,Office Supplies,2
Illinois,Chicago,2017,9,3,Technology,1
Illinois,Chicago,2017,9,15,Technology,1
Illinois,Chicago,2017,9,8,Furniture,1
Illinois,Chicago,2017,9,10,Office Supplies,1
Illinois,Chicago,2017,9,7,Office Supplies,1
Illinois,Chicago,2017,9,4,Furniture,1
Illinois,Chicago,2017,9,4,Office Supplies,2
Illinois,Chicago,2017,9,11,Office Supplies,2
Illinois,Chicago,2017,9,23,Office Supplies,2
Illinois,Chicago,2017,9,23,Technology,1
Illinois,Chicago,2017,9,2,Office Supplies,3
Illinois,Chicago,2017,9,2,Technology,1
Illinois,Chicago,2017,9,24,Furniture,1
Illinois,Chicago,2017,9,24,Office Supplies,1
Illinois,Chicago,2017,7,20,Office Supplies,1
Illinois,Chicago,2017,7,20,Furniture,1
Illinois,Chicago,2017,7,9,Office Supplies,3
Illinois,Chicago,2017,7,31,Technology,1
Illinois,Chicago,2017,7,22,Furniture,1
Illinois,Chicago,2017,7,23,Office Supplies,1
Illinois,Chicago,2017,7,21,Office Supplies,1
Illinois,Chicago,2017,6,9,Furniture,2
Illinois,Chicago,2017,6,9,Office Supplies,1
Illinois,Chicago,2017,6,13,Office Supplies,1
Illinois,Chicago,2017,6,13,Furniture,1
Illinois,Chicago,2017,6,13,Technology,1
Illinois,Chicago,2017,6,16,Office Supplies,1
Illinois,Chicago,2017,6,30,Technology,1
Illinois,Chicago,2017,6,30,Furniture,2
Illinois,Chicago,2017,6,22,Office Supplies,1
Illinois,Chicago,2017,6,12,Furniture,1
Illinois,Chicago,2017,8,1,Technology,1
Illinois,Chicago,2017,8,3,Furniture,1
Illinois,Chicago,2017,8,28,Office Supplies,2
Illinois,Chicago,2017,8,19,Office Supplies,1
Illinois,Chicago,2017,8,26,Furniture,1
Illinois,Chicago,2017,4,16,Office Supplies,1
Illinois,Chicago,2017,4,20,Furniture,3
Illinois,Chicago,2017,4,20,Office Supplies,1
Illinois,Chicago,2017,4,3,Office Supplies,1
Illinois,Chicago,2017,4,24,Office Supplies,2
Illinois,Chicago,2017,4,17,Office Supplies,1
Illinois,Chicago,2017,5,6,Office Supplies,1
Illinois,Chicago,2017,5,6,Technology,2
Illinois,Chicago,2017,5,15,Office Supplies,1
Illinois,Chicago,2017,5,15,Technology,1
Illinois,Chicago,2017,5,22,Furniture,1
Illinois,Chicago,2017,5,22,Office Supplies,2
Illinois,Chicago,2017,5,18,Furniture,2
Illinois,Chicago,2017,5,28,Furniture,1
Illinois,Chicago,2017,5,28,Office Supplies,1
Illinois,Chicago,2017,3,31,Office Supplies,1
Illinois,Chicago,2017,3,13,Office Supplies,3
Illinois,Chicago,2017,3,13,Technology,3
Illinois,Chicago,2017,3,13,Furniture,1
Illinois,Chicago,2017,3,14,Technology,1
Illinois,Chicago,2017,10,27,Office Supplies,1
Illinois,Chicago,2017,10,27,Technology,1
Illinois,Chicago,2017,10,21,Office Supplies,1
Illinois,Chicago,2017,10,19,Furniture,1
Illinois,Chicago,2017,10,14,Office Supplies,2
Illinois,Chicago,2017,10,31,Technology,1
Illinois,Chicago,2017,10,31,Office Supplies,1
Illinois,Chicago,2017,10,6,Office Supplies,2
Illinois,Chicago,2017,12,14,Technology,2
Illinois,Chicago,2017,12,14,Furniture,1
Illinois,Chicago,2017,12,9,Office Supplies,1
Illinois,Chicago,2017,12,7,Office Supplies,1
Illinois,Chicago,2017,12,4,Office Supplies,1
Illinois,Chicago,2017,2,25,Office Supplies,1
Illinois,Chicago,2017,2,17,Furniture,1
Illinois,Chicago,2017,2,17,Technology,1
Illinois,Chicago,2017,2,3,Office Supplies,3
Illinois,Chicago,2017,2,3,Furniture,1
Illinois,Chicago,2017,1,29,Office Supplies,1
Illinois,Chicago,2017,1,20,Office Supplies,1
Illinois,Chicago,2017,1,22,Office Supplies,2
Illinois,Chicago,2016,8,29,Office Supplies,2
Illinois,Chicago,2016,8,29,Technology,1
Illinois,Chicago,2016,6,4,Office Supplies,2
Illinois,Chicago,2016,6,4,Furniture,4
Illinois,Chicago,2016,6,4,Technology,1
Illinois,Chicago,2016,6,6,Technology,1
Illinois,Chicago,2016,6,12,Technology,1
Illinois,Chicago,2016,6,12,Office Supplies,2
Illinois,Chicago,2016,6,28,Technology,1
Illinois,Chicago,2016,6,26,Office Supplies,1
Illinois,Chicago,2016,6,21,Office Supplies,1
Illinois,Chicago,2016,12,16,Office Supplies,1
Illinois,Chicago,2016,12,23,Furniture,1
Illinois,Chicago,2016,12,9,Office Supplies,2
Illinois,Chicago,2016,12,9,Technology,1
Illinois,Chicago,2016,12,5,Office Supplies,2
Illinois,Chicago,2016,12,19,Office Supplies,1
Illinois,Chicago,2016,4,21,Office Supplies,3
Illinois,Chicago,2016,4,10,Office Supplies,1
Illinois,Chicago,2016,5,23,Technology,1
Illinois,Chicago,2016,5,6,Office Supplies,1
Illinois,Chicago,2016,5,6,Technology,1
Illinois,Chicago,2016,5,3,Office Supplies,3
Illinois,Chicago,2016,5,27,Furniture,2
Illinois,Chicago,2016,5,27,Office Supplies,1
Illinois,Chicago,2016,5,17,Office Supplies,3
Illinois,Chicago,2016,5,17,Furniture,1
Illinois,Chicago,2016,5,10,Office Supplies,1
Illinois,Chicago,2016,5,21,Office Supplies,1
Illinois,Chicago,2016,11,27,Office Supplies,1
Illinois,Chicago,2016,11,27,Technology,1
Illinois,Chicago,2016,11,11,Technology,1
Illinois,Chicago,2016,11,11,Furniture,1
Illinois,Chicago,2016,11,1,Technology,1
Illinois,Chicago,2016,11,21,Office Supplies,2
Illinois,Chicago,2016,11,21,Technology,1
Illinois,Chicago,2016,11,12,Furniture,1
Illinois,Chicago,2016,10,23,Furniture,1
Illinois,Chicago,2016,10,23,Office Supplies,1
Illinois,Chicago,2016,10,11,Office Supplies,2
Illinois,Chicago,2016,2,16,Office Supplies,3
Illinois,Chicago,2016,2,16,Furniture,1
Illinois,Chicago,2016,9,3,Office Supplies,1
Illinois,Chicago,2016,9,3,Furniture,1
Illinois,Chicago,2016,9,11,Office Supplies,2
Illinois,Chicago,2016,9,2,Office Supplies,2
Illinois,Chicago,2016,9,2,Technology,1
Illinois,Chicago,2016,9,2,Furniture,1
Illinois,Chicago,2016,9,5,Office Supplies,1
Illinois,Chicago,2016,3,21,Office Supplies,2
Illinois,Chicago,2016,3,21,Furniture,1
Illinois,Chicago,2016,3,29,Office Supplies,1
Illinois,Chicago,2016,3,29,Furniture,1
Illinois,Chicago,2016,3,29,Technology,1
Illinois,Chicago,2016,3,6,Office Supplies,2
Illinois,Chicago,2016,3,6,Furniture,2
Illinois,Chicago,2016,7,30,Office Supplies,2
Illinois,Chicago,2016,1,30,Office Supplies,1
Illinois,Chicago,2014,9,14,Office Supplies,2
Illinois,Chicago,2014,9,2,Technology,1
Illinois,Chicago,2014,9,22,Office Supplies,1
Illinois,Chicago,2014,9,9,Office Supplies,1
Illinois,Chicago,2014,9,20,Furniture,1
Illinois,Chicago,2014,9,20,Technology,1
Illinois,Chicago,2014,9,26,Technology,1
Illinois,Chicago,2014,10,29,Technology,1
Illinois,Chicago,2014,10,20,Technology,1
Illinois,Chicago,2014,10,20,Office Supplies,4
Illinois,Chicago,2014,10,14,Office Supplies,3
Illinois,Chicago,2014,10,12,Office Supplies,1
Illinois,Chicago,2014,12,26,Office Supplies,1
Illinois,Chicago,2014,12,14,Office Supplies,3
Illinois,Chicago,2014,12,14,Technology,1
Illinois,Chicago,2014,12,13,Furniture,1
Illinois,Chicago,2014,12,6,Office Supplies,3
Illinois,Chicago,2014,12,6,Furniture,2
Illinois,Chicago,2014,12,6,Technology,1
Illinois,Chicago,2014,12,29,Furniture,1
Illinois,Chicago,2014,12,2,Office Supplies,1
Illinois,Chicago,2014,12,22,Office Supplies,3
Illinois,Chicago,2014,12,15,Furniture,1
Illinois,Chicago,2014,12,9,Office Supplies,2
Illinois,Chicago,2014,12,19,Technology,1
Illinois,Chicago,2014,12,19,Office Supplies,2
Illinois,Chicago,2014,5,27,Office Supplies,1
Illinois,Chicago,2014,5,25,Office Supplies,1
Illinois,Chicago,2014,5,25,Furniture,1
Illinois,Chicago,2014,5,26,Office Supplies,2
Illinois,Chicago,2014,5,26,Furniture,1
